Account Length (Weeks),Messages,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Int'l Plan,Message Plan,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,State,Area Code,Phone,Churn
232,0,165.6,195.9,118.3,11.8,1,0,0,104,28.15,115,16.65,77,5.32,3,3.19,NM,408,386-7541,0
1,30,183.1,232.6,248.3,8.4,0,0,1,95,31.13,110,19.77,110,11.17,2,2.27,NJ,415,420-7817,0
133,0,162.1,212.1,260.4,12.2,1,0,0,91,27.56,94,18.03,78,11.72,5,3.29,NH,408,401-5358,0
103,0,166.6,192.4,167.9,7.7,1,0,0,84,28.32,91,16.35,115,7.56,6,2.08,NC,510,379-8048,0
131,24,135.9,233.2,210.6,9.4,1,0,1,60,23.1,78,19.82,121,9.48,4,2.54,MT,415,353-9771,0
95,20,165.7,215.6,243.3,9.8,0,0,1,78,28.17,94,18.33,91,10.95,6,2.65,SD,408,406-6573,0
182,0,176.1,174.9,234.7,9.7,1,0,0,90,29.94,106,14.87,134,10.56,4,2.62,VA,415,391-8047,0
99,0,142.3,204.5,203.1,9.1,0,0,0,89,24.19,95,17.38,114,9.14,1,2.46,LA,510,379-9201,0
27,0,177.6,296.8,192.9,7.6,3,0,0,121,30.19,92,25.23,106,8.68,3,2.05,NV,510,398-0198,0
141,0,83.2,190.6,150.5,10.7,1,0,0,74,14.14,104,16.2,79,6.77,7,2.89,AK,408,338-4640,0
29,37,235,183.3,139.8,5.7,2,1,1,101,39.95,79,15.58,106,6.29,7,1.54,OH,415,397-0170,0
65,0,105.7,141.8,180.5,6.6,2,0,0,95,17.97,100,12.05,105,8.12,12,1.78,NM,415,389-9101,0
81,0,149.4,171.9,214.5,17.9,3,1,0,68,25.4,98,14.61,97,9.65,3,4.83,MI,415,393-3277,1
37,20,264.7,216.5,210.7,10.4,0,0,1,81,45,110,18.4,102,9.48,7,2.81,MN,415,360-7143,0
107,31,160.3,221.5,261.6,5.6,1,0,1,45,27.25,70,18.83,109,11.77,1,1.51,WY,510,411-7420,0
127,28,95.9,159.5,152.8,10.4,1,1,1,117,16.3,131,13.56,132,6.88,3,2.81,WY,415,412-4171,0
78,0,140.7,195.2,252.9,11.7,0,0,0,77,23.92,114,16.59,107,11.38,5,3.16,WA,408,372-7375,0
55,0,119.7,231.8,222.3,4.6,2,0,0,148,20.35,96,19.7,113,10,2,1.24,NM,510,338-0599,0
86,30,99.9,263.5,254.7,9.8,2,0,1,84,16.98,125,22.4,90,11.46,7,2.65,VA,415,383-8926,0
176,0,250.9,171.4,148.6,9.6,2,0,0,108,42.65,100,14.57,85,6.69,6,2.59,RI,415,401-9438,0
96,0,200.6,289.5,98.3,11.2,2,1,0,117,34.1,120,24.61,95,4.42,5,3.02,AL,415,410-5915,0
11,38,209.8,196.6,233,7,1,0,1,130,35.67,84,16.71,79,10.49,7,1.89,WV,510,419-9431,0
48,34,198,273.7,217.9,7.6,1,0,1,70,33.66,121,23.26,71,9.81,4,2.05,WV,415,367-7893,0
127,0,239.8,128.9,249.9,11.3,1,0,0,107,40.77,121,10.96,110,11.25,5,3.05,NJ,510,363-2454,0
63,0,164.5,147.9,252.7,11.2,0,0,0,75,27.97,118,12.57,97,11.37,2,3.02,TN,415,374-7084,0
79,0,220.9,192.2,161,12.2,1,0,0,107,37.55,97,16.34,74,7.25,2,3.29,MI,510,337-3667,0
47,37,112.8,243.9,178.7,13.2,2,0,1,150,19.18,97,20.73,112,8.04,6,3.56,UT,408,350-3013,0
89,19,112.6,261.7,123.5,11.1,0,1,1,114,19.14,132,22.24,116,5.56,2,3,IL,415,380-5022,1
83,26,226.4,234.7,133.6,10.8,1,0,1,117,38.49,97,19.95,82,6.01,7,2.92,MI,510,333-3984,0
126,34,244.9,219.6,210.8,9.7,4,1,1,118,41.63,105,18.67,136,9.49,6,2.62,WI,415,378-9969,0
60,0,203.2,235.8,224.9,15.1,2,0,0,99,34.54,131,20.04,112,10.12,6,4.08,ND,510,353-3361,0
122,0,136.7,243.1,188.9,8.6,0,0,0,115,23.24,137,20.66,110,8.5,4,2.32,VT,415,386-6056,0
136,0,152.6,208.9,119.1,5,1,0,0,97,25.94,85,17.76,99,5.36,10,1.35,WA,408,403-0302,0
172,47,274.9,186.6,245,8.8,1,0,1,102,46.73,118,15.86,123,11.03,2,2.38,NC,408,331-6339,0
102,0,195.7,209.1,201.1,8.3,1,0,0,116,33.27,87,17.77,73,9.05,3,2.24,ME,510,390-2008,1
113,0,204.3,188.8,139.4,9.2,1,1,0,82,34.73,115,16.05,97,6.27,7,2.48,SD,415,406-8387,0
79,0,222.3,146.2,275.6,8.9,3,0,0,99,37.79,82,12.43,82,12.4,4,2.4,WV,415,359-6233,0
55,8,222.5,171.5,377.5,9.7,1,0,1,104,37.83,94,14.58,114,16.99,2,2.62,ID,510,331-6214,0
111,28,128.8,157.3,147.4,10.3,2,0,1,104,21.9,52,13.37,76,6.63,2,2.78,LA,415,367-6809,0
160,0,174.3,171.3,220.8,8.3,0,0,0,105,29.63,107,14.56,131,9.94,2,2.24,GA,415,335-9698,0
110,0,242.5,162.3,184.1,7.8,4,0,0,110,41.23,140,13.8,86,8.28,3,2.11,FL,415,398-0918,0
192,0,221.6,285.2,167.4,12.7,4,0,0,101,37.67,50,24.24,83,7.53,6,3.43,CO,415,370-3400,0
93,0,114.3,221.1,126.3,10.9,0,0,0,100,19.43,103,18.79,88,5.68,9,2.94,NV,408,335-1908,0
101,33,219.7,186.8,184.5,9.5,2,0,1,137,37.35,94,15.88,113,8.3,2,2.57,IN,415,375-9089,0
77,0,144.9,151.3,252.4,12.3,2,0,0,136,24.63,115,12.86,73,11.36,3,3.32,VA,510,367-2944,0
105,40,236.5,117,221.1,8.1,2,0,1,111,40.21,110,9.95,115,9.95,3,2.19,UT,415,395-5416,0
133,44,174,209.4,224.1,14.1,2,0,1,80,29.58,113,17.8,87,10.08,7,3.81,UT,408,398-1348,1
131,0,109.5,332.1,258.6,6.6,1,0,0,95,18.62,48,28.23,108,11.64,7,1.78,MO,408,386-4253,0
106,33,81.6,235.6,150.9,9.9,1,0,1,120,13.87,85,20.03,113,6.79,4,2.67,CT,510,330-2898,0
118,0,133.4,121,254.7,5.9,1,0,0,113,22.68,92,10.29,129,11.46,4,1.59,HI,415,418-7031,0
125,0,137.1,209.8,238.4,8.6,1,0,0,94,23.31,83,17.83,114,10.73,4,2.32,MD,408,349-7188,0
95,0,197,190.4,211.9,16.1,0,0,0,88,33.49,68,16.18,104,9.54,8,4.35,VA,415,366-0905,0
80,0,198.1,156.7,182.1,9.3,3,0,0,160,33.68,87,13.32,76,8.19,3,2.51,MT,415,361-9257,0
145,0,39.5,264.3,185.8,10,0,0,0,78,6.72,106,22.47,90,8.36,6,2.7,SC,408,377-5199,0
37,0,199.5,207.5,83.9,8.1,2,0,0,107,33.92,110,17.64,123,3.78,4,2.19,CO,408,408-8681,0
87,0,156.8,215.8,223.3,7.6,1,0,0,93,26.66,68,18.34,77,10.05,6,2.05,ID,415,370-2702,0
69,0,183.4,237.6,228,9,3,0,0,85,31.18,100,20.2,94,10.26,5,2.43,AL,415,389-2615,0
83,0,132.4,121.6,197.7,8.6,1,0,0,120,22.51,101,10.34,84,8.9,2,2.32,CO,510,379-4860,0
195,0,63.2,220.2,184,5.1,0,0,0,108,10.74,88,18.72,99,8.28,3,1.38,UT,415,355-8908,0
67,35,181.1,215.9,216.3,16.9,0,1,1,59,30.79,116,18.35,106,9.73,4,4.56,DE,415,413-1009,1
75,27,117.5,206.8,194.4,4.2,3,0,1,102,19.98,127,17.58,114,8.75,7,1.13,OH,510,372-7440,0
123,27,218.7,163.4,173.8,15,0,0,1,79,37.18,78,13.89,116,7.82,1,4.05,RI,415,333-5559,0
41,41,207.3,137.3,115.7,5.9,1,0,1,95,35.24,120,11.67,74,5.21,3,1.59,FL,415,415-0967,0
75,0,150.6,301.5,158.7,8.1,0,0,0,99,25.6,83,25.63,104,7.14,5,2.19,OH,415,340-9806,0
76,0,273.3,263.6,165.2,12,1,1,0,66,46.46,121,22.41,84,7.43,7,3.24,MD,415,400-5452,1
86,0,266.1,182,206.5,10.3,1,1,0,120,45.24,92,15.47,103,9.29,4,2.78,IL,415,395-6885,0
140,0,112.8,156.7,249.6,16.3,0,0,0,89,19.18,65,13.32,85,11.23,6,4.4,PA,408,336-1975,0
70,0,104.7,82.2,169.4,15.8,3,0,0,112,17.8,104,6.99,110,7.62,7,4.27,AZ,415,352-5603,0
121,35,193.8,197.6,218.8,5.9,0,0,1,62,32.95,97,16.8,95,9.85,4,1.59,NH,510,346-3363,0
112,0,168.6,298,194.7,9.8,1,0,0,102,28.66,117,25.33,110,8.76,5,2.65,RI,415,405-9843,0
118,0,253.2,201,195.3,9.7,2,0,0,122,43.04,78,17.09,108,8.79,7,2.62,HI,415,379-9353,0
66,16,174.7,232.1,305.4,8.9,1,0,1,92,29.7,105,19.73,98,13.74,2,2.4,NJ,415,410-0810,0
78,0,87,193.6,205.8,11,0,0,0,102,14.79,64,16.46,120,9.26,5,2.97,WI,408,408-0244,0
129,34,204.5,132.8,190.1,14.8,2,0,1,79,34.77,113,11.29,117,8.55,9,4,MD,415,370-5077,0
6,0,226.5,152.1,164.4,9.4,3,0,0,93,38.51,122,12.93,98,7.4,4,2.54,OR,408,408-9188,0
107,0,234.1,163.1,282.5,10,1,1,0,91,39.8,105,13.86,100,12.71,3,2.7,NV,510,419-0667,0
107,0,133.3,182.9,241.1,12.9,3,1,0,106,22.66,89,15.55,123,10.85,2,3.48,AR,415,343-1017,1
138,0,133.9,166.4,193.5,15.4,1,0,0,87,22.76,110,14.14,139,8.71,3,4.16,MT,415,401-1915,0
103,0,160.2,138.9,312.5,9.7,0,0,0,104,27.23,70,11.81,97,14.06,2,2.62,CT,510,377-8512,0
116,44,230.6,224.1,244,11.1,0,0,1,94,39.2,103,19.05,76,10.98,2,3,UT,415,345-3266,0
189,0,227.4,176,206.1,6.3,2,0,0,84,38.66,81,14.96,120,9.27,4,1.7,GA,408,336-3630,0
161,0,72.8,267.1,222.5,11.8,2,0,0,120,12.38,120,22.7,91,10.01,2,3.19,NV,415,414-7865,0
1,0,196.1,296.5,211.5,7,1,0,0,107,33.34,82,25.2,91,9.52,2,1.89,TN,415,335-3242,0
89,0,197.1,165.9,227.3,12.8,1,0,0,110,33.51,115,14.1,106,10.23,3,3.46,DE,408,421-1587,0
64,0,219.6,303.3,154.5,9.7,1,0,0,126,37.33,100,25.78,65,6.95,5,2.62,NY,408,422-8670,0
126,30,153.4,151.4,153.8,12.8,4,0,1,90,26.08,97,12.87,97,6.92,4,3.46,MT,415,344-4438,1
129,0,216,186.9,210.7,4.9,2,0,0,85,36.72,114,15.89,109,9.48,10,1.32,IA,415,398-5749,0
128,32,222.9,262,191.4,10.8,0,0,1,136,37.89,80,22.27,101,8.61,4,2.92,VT,510,346-4459,0
81,36,115.9,236.6,255,11.7,3,0,1,120,19.7,95,20.11,90,11.48,6,3.16,LA,415,392-9620,0
114,0,189.8,147.7,172.7,10.6,1,0,0,101,32.27,80,12.55,121,7.77,5,2.86,MT,510,393-5007,0
50,0,154.7,298,210.2,11.1,0,0,0,102,26.3,108,25.33,95,9.46,3,3,NH,408,339-0043,0
86,0,136.4,202.5,230.7,11.5,3,0,0,104,23.19,110,17.21,86,10.38,1,3.11,WV,415,349-2837,0
96,0,170.5,277.5,162.5,12.2,1,0,0,86,28.99,88,23.59,117,7.31,6,3.29,ID,408,363-8144,0
72,0,272.4,107.9,185.5,12.7,0,0,0,88,46.31,125,9.17,81,8.35,2,3.43,AZ,510,407-7512,0
64,40,210,232.7,168.8,5.9,8,0,1,116,35.7,89,19.78,94,7.6,4,1.59,SC,510,333-3854,0
57,17,236.5,163.1,236.7,12.2,2,1,1,94,40.21,94,13.86,117,10.65,3,3.29,WV,415,419-0630,0
65,0,153.9,220.1,280.5,8.5,2,0,0,117,26.16,122,18.71,147,12.62,3,2.3,OH,510,351-0475,0
163,0,223,227,188.3,8.8,1,0,0,120,37.91,98,19.3,125,8.47,5,2.38,MD,408,338-7207,0
136,0,252.4,167.9,248.3,10.7,2,0,0,74,42.91,81,14.27,110,11.17,3,2.89,MD,415,336-4663,0
116,0,197.9,168.1,239.8,12,1,0,0,84,33.64,113,14.29,145,10.79,6,3.24,MN,408,408-4426,0
93,0,152.4,274.6,252.2,6.6,3,0,0,74,25.91,88,23.34,120,11.35,5,1.78,NE,408,332-5306,0
142,40,237.4,175.9,210.3,9.2,3,0,1,105,40.36,93,14.95,110,9.46,3,2.48,MN,510,355-7944,0
92,0,265.6,180.7,211.1,8.6,1,0,0,82,45.15,75,15.36,113,9.5,2,2.32,NY,408,348-1895,0
70,0,197.3,305.8,171,6.7,1,0,0,91,33.54,81,25.99,105,7.69,6,1.81,HI,415,339-1719,0
22,14,199.1,221.8,65.7,4.2,1,0,1,100,33.85,103,18.85,91,2.96,1,1.13,MO,408,374-0718,0
37,0,233.7,207.9,212.7,12,2,0,0,114,39.73,109,17.67,101,9.57,2,3.24,NV,415,362-8003,0
51,0,183.1,160.1,311.8,7,1,0,0,99,31.13,107,13.61,121,14.03,3,1.89,MA,415,389-1088,0
174,0,139.4,143.4,225.2,10,2,0,0,96,23.7,108,12.19,107,10.13,5,2.7,NH,408,336-0087,0
68,0,213.9,260.5,233.8,8.4,1,0,0,112,36.36,100,22.14,97,10.52,3,2.27,UT,415,403-1541,1
130,0,207.1,200.1,194.2,12.4,1,0,0,70,35.21,115,17.01,100,8.74,2,3.35,FL,415,384-3859,0
104,0,139.7,202.6,203.6,11.3,2,0,0,78,23.75,119,17.22,102,9.16,5,3.05,WA,415,390-9572,0
134,0,177.2,228.7,194.3,8.9,2,0,0,91,30.12,105,19.44,113,8.74,3,2.4,CT,408,398-6409,0
108,35,169.8,173.7,214.6,9.5,2,0,1,136,28.87,101,14.76,105,9.66,7,2.57,KY,415,393-7370,0
103,0,173.5,244.3,221.6,9.7,3,0,0,83,29.5,65,20.77,66,9.97,2,2.62,NM,415,417-5929,0
62,0,159.9,172.2,263.2,5.6,1,0,0,100,27.18,99,14.64,109,11.84,4,1.51,ND,510,340-4543,0
162,0,115.1,196.8,212.4,11.4,2,0,0,89,19.57,111,16.73,98,9.56,3,3.08,NV,415,380-3422,0
93,19,136.8,179.5,71.1,12.5,2,0,1,113,23.26,105,15.26,95,3.2,3,3.38,CA,510,368-5068,0
42,0,92.2,211.2,129.1,13.1,1,0,0,108,15.67,120,17.95,73,5.81,6,3.54,ID,415,363-2395,0
155,23,243.9,133,213.7,13.4,2,0,1,112,41.46,106,11.31,123,9.62,11,3.62,OK,415,328-8057,0
36,0,117.1,235.4,221.3,9,0,0,0,94,19.91,117,20.01,108,9.96,2,2.43,IA,510,385-2351,0
143,0,223.3,167.1,203,4.5,0,0,0,99,37.96,128,14.2,84,9.14,4,1.22,OH,415,337-3049,1
197,0,154.8,171.5,227.3,10.6,3,0,0,111,26.32,102,14.58,86,10.23,2,2.86,NJ,510,372-8109,0
81,0,261.4,215.7,271.8,8,1,0,0,141,44.44,102,18.33,96,12.23,6,2.16,IA,510,377-7341,1
138,0,46.5,186,167.5,9.6,4,1,0,104,7.91,114,15.81,95,7.54,4,2.59,DE,510,380-0827,1
103,18,149.9,170.9,171.5,11.5,0,0,1,84,25.48,84,14.53,112,7.72,7,3.11,CA,415,402-1485,1
127,0,242.2,226.1,252,13.9,2,1,0,102,41.17,80,19.22,96,11.34,5,3.75,WY,510,400-8453,1
136,0,259.4,172.7,293.7,10.7,1,0,0,99,44.1,125,14.68,78,13.22,6,2.89,OR,510,366-1394,1
99,0,222.4,185.8,237.7,12,2,0,0,102,37.81,89,15.79,81,10.7,8,3.24,ME,415,347-1579,0
95,0,69.4,190.8,219.9,8.9,0,0,0,79,11.8,109,16.22,102,9.9,5,2.4,AR,415,328-0010,0
118,21,156.5,209.2,158.7,11.1,4,1,1,122,26.61,125,17.78,81,7.14,3,3,ME,408,384-6915,1
113,0,61.2,92.3,197.4,13.7,5,0,0,111,10.4,88,7.85,114,8.88,3,3.7,WV,415,341-3013,1
128,0,245.2,101.5,152.3,10.7,0,1,0,112,41.68,101,8.63,116,6.85,5,2.89,PA,408,353-3658,0
117,0,102.3,135.2,199.7,15.7,3,0,0,100,17.39,104,11.49,93,8.99,10,4.24,HI,408,416-5261,0
48,36,230.9,167.6,270,7.6,3,0,1,92,39.25,121,14.25,87,12.15,4,2.05,MT,415,418-6364,0
81,0,227.4,211.5,258.2,11.9,0,1,0,105,38.66,120,17.98,113,11.62,3,3.21,DC,510,385-3906,0
57,0,192.8,158,235.5,12.7,1,0,0,68,32.78,86,13.43,105,10.6,6,3.43,AR,510,393-0762,0
140,0,162.6,206.2,141.6,8.2,1,0,0,98,27.64,109,17.53,66,6.37,2,2.21,MS,408,372-4352,0
107,38,219.4,180.5,104.1,11,2,0,1,92,37.3,73,15.34,91,4.68,1,2.97,OH,510,411-9462,0
56,0,137.2,165.9,182.3,14.3,1,0,0,111,23.32,119,14.1,72,8.2,4,3.86,MO,415,331-7092,0
159,0,87.7,278.2,170.6,10.5,1,0,0,103,14.91,97,23.65,93,7.68,10,2.84,TX,415,402-0324,0
102,0,271.1,172,169.2,10.3,1,0,0,80,46.09,133,14.62,105,7.61,5,2.78,MD,415,349-1967,0
107,0,103.4,189.3,227.2,14.4,1,0,0,94,17.58,125,16.09,125,10.22,3,3.89,CT,408,339-8728,0
106,0,52.2,220.1,112.3,11.4,2,0,0,106,8.87,113,18.71,95,5.05,2,3.08,SC,408,330-5624,0
225,0,165.4,273.7,210,8.7,0,0,0,106,28.12,109,23.26,93,9.45,3,2.35,MI,415,371-7403,1
75,0,147.5,191.7,135,16.4,2,0,0,110,25.08,97,16.29,68,6.08,3,4.43,SD,408,335-7519,0
86,0,217.8,214.7,228.7,11.3,0,0,0,93,37.03,95,18.25,70,10.29,7,3.05,CO,415,405-3792,0
169,0,235.7,136.9,220.9,13.3,1,0,0,79,40.07,85,11.64,97,9.94,10,3.59,ID,415,399-3316,0
122,22,204.5,139.6,205,8.6,2,0,1,92,34.77,121,11.87,103,9.23,5,2.32,AZ,510,350-0895,0
106,0,178.4,247,259.9,9.6,0,0,0,143,30.33,123,21,105,11.7,2,2.59,FL,408,384-4971,0
52,32,130.1,247.2,289.4,13.5,2,0,1,68,22.12,77,21.01,87,13.02,5,3.65,MN,415,376-7417,0
79,34,103.7,236.3,256.6,14.8,2,0,1,100,17.63,78,20.09,102,11.55,4,4,DE,415,391-0010,0
135,0,239.9,177.1,217.2,5.9,2,0,0,91,40.78,104,15.05,118,9.77,3,1.59,MI,415,393-8975,0
70,0,148.4,267.1,151.5,8.9,0,0,0,110,25.23,90,22.7,101,6.82,4,2.4,MS,408,384-0713,0
80,0,148.6,210.8,203.7,10,2,0,0,106,25.26,65,17.92,86,9.17,2,2.7,MA,408,377-4518,0
37,0,191.1,129.2,207.5,12.9,0,0,0,69,32.49,113,10.98,117,9.34,1,3.48,CA,415,345-2452,0
161,39,218.5,112.7,205.1,7.3,1,0,1,76,37.15,94,9.58,121,9.23,4,1.97,MN,415,394-9053,0
137,0,97.5,195.8,288.8,0,1,0,0,95,16.58,82,16.64,78,13,0,0,VT,510,348-8376,0
123,0,128.7,117.6,198.4,10.8,0,0,0,126,21.88,94,10,132,8.93,5,2.92,CT,415,376-2221,0
80,38,236.6,197.5,209.5,9.5,2,0,1,69,40.22,68,16.79,102,9.43,10,2.57,WV,415,356-4359,0
94,0,85.9,226.7,279.6,15.6,0,0,0,113,14.6,91,19.27,110,12.58,16,4.21,WV,415,353-6355,0
105,27,141.2,167.7,274.4,11.4,1,0,1,96,24,94,14.25,101,12.35,2,3.08,NE,415,397-0624,0
73,31,194.4,176,230.1,11.5,0,0,1,104,33.05,84,14.96,110,10.35,3,3.11,NC,415,414-3247,0
112,0,167.6,154.5,281.4,17.3,2,0,0,100,28.49,90,13.13,107,12.66,3,4.67,NE,415,388-4686,0
179,0,234.5,164.2,191.4,6.1,1,0,0,134,39.87,94,13.96,72,8.61,4,1.65,IL,408,415-9910,0
57,0,154.2,196.7,253.5,10.1,1,0,0,78,26.21,85,16.72,97,11.41,9,2.73,MA,510,352-0983,0
127,14,143.2,169.9,221.6,11.6,1,0,1,99,24.34,91,14.44,77,9.97,1,3.13,AZ,415,373-2280,0
122,40,216.4,249.7,185.9,12.7,1,1,1,80,36.79,90,21.22,99,8.37,4,3.43,SD,415,406-8225,0
33,35,161.9,151.2,191,8.5,1,0,1,85,27.52,82,12.85,131,8.59,2,2.3,MT,510,332-2880,0
94,0,118.7,205.1,172.2,10.4,3,0,0,90,20.18,57,17.43,100,7.75,6,2.81,VT,408,359-7386,0
100,0,179.1,196.6,186.7,10.2,1,0,0,123,30.45,132,16.71,116,8.4,10,2.75,UT,408,384-4601,0
106,0,147.9,209.3,162.1,8.8,2,0,0,97,25.14,99,17.79,80,7.29,5,2.38,HI,415,352-0878,0
148,38,209.2,116.6,109.6,16.5,2,0,1,110,35.56,73,9.91,105,4.93,4,4.46,DC,415,404-0177,0
120,29,244.3,322.3,166.8,10.6,0,0,1,140,41.53,89,27.4,83,7.51,6,2.86,WI,415,414-4050,0
91,34,175.3,262.3,143.9,5.6,1,0,1,96,29.8,122,22.3,76,6.48,11,1.51,UT,415,380-2164,0
86,0,150.5,120.3,271.2,9,1,0,0,92,25.59,95,10.23,96,12.2,2,2.43,WA,510,387-9308,0
78,25,197.4,295.7,211.7,13.2,0,0,1,73,33.56,113,25.13,73,9.53,2,3.56,SD,415,360-8225,0
94,0,163.5,143.7,253.4,12.6,1,0,0,136,27.8,111,12.21,82,11.4,5,3.4,MT,510,352-0760,0
85,0,236.9,197.7,309.1,11.4,2,0,0,93,40.27,113,16.8,78,13.91,7,3.08,NJ,415,366-3825,1
89,0,82.3,167.2,194.7,7.2,1,0,0,77,13.99,80,14.21,70,8.76,4,1.94,CT,415,414-3946,0
128,0,216,153.7,227,12.7,1,0,0,111,36.72,115,13.06,74,10.22,4,3.43,VA,415,409-6628,0
115,0,180,198.8,217.1,12.4,1,1,0,119,30.6,126,16.9,70,9.77,3,3.35,NC,415,337-0903,0
76,0,143.7,173.1,239.1,5.8,1,0,0,55,24.43,108,14.71,95,10.76,6,1.57,AK,415,404-8226,0
75,39,198.2,280.4,129.6,11.3,1,0,1,107,33.69,132,23.83,73,5.83,7,3.05,MD,415,367-3027,0
90,29,185.6,219.7,152.1,11.1,2,0,1,106,31.55,113,18.67,120,6.84,5,3,IL,415,378-2092,0
30,0,137.6,162,187.7,5.8,3,0,0,108,23.39,80,13.77,126,8.45,10,1.57,CT,408,410-2488,0
105,0,273.9,278.6,255.3,10.9,1,1,0,119,46.56,103,23.68,90,11.49,7,2.94,KS,415,405-8381,1
102,31,125.3,141.2,168.2,6.3,3,0,1,92,21.3,108,12,68,7.57,2,1.7,MA,415,392-3833,0
83,0,178.8,167.9,178.9,8.6,3,0,0,102,30.4,84,14.27,65,8.05,4,2.32,NJ,415,395-5504,0
63,49,214.9,198.2,170.8,8.2,0,0,1,86,36.53,89,16.85,139,7.69,5,2.21,AR,510,330-2232,0
155,0,163,203.9,159,15.1,2,0,0,93,27.71,102,17.33,109,7.15,4,4.08,MS,408,334-0578,0
82,29,163.8,134.9,79.3,8.8,2,0,1,77,27.85,112,11.47,95,3.57,2,2.38,ND,415,362-7058,0
87,0,189.5,204.9,221.7,13.4,1,0,0,113,32.22,100,17.42,93,9.98,3,3.62,IN,510,414-8969,0
115,26,155.2,230.9,261.6,4.5,0,0,1,110,26.38,133,19.63,100,11.77,4,1.22,MI,415,402-9854,0
99,0,242.3,350.9,163.1,11.3,0,1,0,102,41.19,102,29.83,93,7.34,3,3.05,AR,510,387-4612,1
121,44,254.1,180.2,196.2,8.7,3,1,1,127,43.2,108,15.32,129,8.83,4,2.35,VT,415,400-2905,0
54,33,112,208,150.3,11.3,2,0,1,90,19.04,112,17.68,83,6.76,4,3.05,WV,510,353-9040,0
105,0,115.5,267.3,114.2,13.3,3,0,0,73,19.64,83,22.72,90,5.14,5,3.59,ME,408,406-3875,0
73,0,137.1,210.8,191.4,11.1,1,0,0,102,23.31,114,17.92,120,8.61,4,3,IA,415,409-6874,0
95,0,198.4,235.9,325.6,10.1,0,0,0,113,33.73,144,20.05,99,14.65,3,2.73,CT,415,392-9232,0
21,19,132.7,204.6,154.7,12.9,3,0,1,94,22.56,101,17.39,78,6.96,7,3.48,NM,415,334-6903,0
163,25,219.6,210.4,242.7,13.8,2,0,1,99,37.33,99,17.88,88,10.92,8,3.73,OR,408,346-0630,0
57,0,169.6,234.7,285.4,11.2,0,0,0,96,28.83,112,19.95,83,12.84,4,3.02,VT,415,368-1195,0
104,0,160.4,293.9,306.6,12.6,4,1,0,73,27.27,103,24.98,90,13.8,5,3.4,RI,408,382-5917,0
83,20,95,167.9,200.6,11.2,0,0,1,89,16.15,92,14.27,79,9.03,2,3.02,RI,415,334-3201,0
141,0,160.1,256.7,270,7,2,0,0,87,27.22,120,21.82,107,12.15,1,1.89,NM,415,362-7949,0
95,0,194.6,232.8,173.4,3.8,3,0,0,114,33.08,106,19.79,92,7.8,2,1.03,AL,415,390-7298,0
184,0,236.4,287.3,192,13.8,1,0,0,73,40.19,120,24.42,94,8.64,4,3.73,MT,415,417-2689,1
74,0,157.1,213.1,280.4,7.6,2,0,0,95,26.71,36,18.11,77,12.62,3,2.05,CT,408,384-1591,0
67,0,179.8,173.2,272.8,10.9,0,0,0,125,30.57,86,14.72,97,12.28,4,2.94,TN,415,414-2018,0
104,0,148.2,161.8,259.3,11,0,1,0,108,25.19,113,13.75,103,11.67,4,2.97,ID,415,357-0474,0
71,39,183.2,209.4,172.4,11.9,1,0,1,103,31.14,111,17.8,109,7.76,6,3.21,TX,415,376-9483,0
149,0,119.2,168.3,204.7,12.2,4,0,0,88,20.26,110,14.31,119,9.21,6,3.29,NH,415,368-0018,1
154,35,224,192,163.1,9.6,0,0,1,102,38.08,99,16.32,100,7.34,2,2.59,ND,408,346-4680,0
138,21,19.5,140.9,179.7,7.9,0,0,1,149,3.32,109,11.98,111,8.09,1,2.13,SC,510,370-5339,0
117,0,184.8,248.6,133.1,9.6,1,0,0,83,31.42,101,21.13,113,5.99,8,2.59,KS,415,372-5160,0
130,0,176.3,201,161.9,11.3,1,0,0,140,29.97,104,17.09,123,7.29,5,3.05,ME,408,387-2726,0
73,0,241.7,168.5,169.8,11.1,2,0,0,115,41.09,133,14.32,122,7.64,2,3,RI,415,366-0939,0
100,38,224.7,294,290,9.8,0,0,1,121,38.2,131,24.99,61,13.05,6,2.65,WI,510,369-1889,0
149,0,207.3,198.4,114.1,8.6,1,0,0,115,35.24,82,16.86,83,5.13,4,2.32,NC,510,363-6007,0
29,0,196.8,168,132.6,12.7,2,0,0,81,33.46,110,14.28,98,5.97,7,3.43,OH,408,402-1305,0
131,0,110.9,115.6,190.5,15.8,1,0,0,74,18.85,90,9.83,114,8.57,9,4.27,WY,510,408-0299,0
153,0,122.5,273.3,197.8,8,2,0,0,145,20.83,103,23.23,71,8.9,3,2.16,NJ,510,407-5698,0
84,0,226.9,201.6,130.2,13.2,2,0,0,144,38.57,122,17.14,121,5.86,5,3.56,ND,510,384-4546,0
133,0,187,141.4,238.2,10,2,0,0,65,31.79,128,12.02,108,10.72,8,2.7,WI,510,380-2065,0
112,0,170.5,193.2,188,11.2,0,0,0,113,28.99,129,16.42,91,8.46,6,3.02,KY,415,360-2694,0
87,0,204.8,161,285.7,9.5,0,0,0,101,34.82,80,13.69,89,12.86,3,2.57,NY,415,399-5769,0
